央视频道,#genre#
CCTV10,https://live.ottiptv.cc/mcp/cctv10.m3u8?userid=1935186284&sign=dfaac09b2bbeefeebbbba872fbc0a9aa6cf0108762b9d0c652ed0fdcaa949fea1096aee107d5b05ed5f8fcf2af9b3a98dd2c424ce0cc9cd91a9ef5d93dd938f83a9a84a715100c8a16f8648b30a5&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV11,https://live.ottiptv.cc/mcp/cctv11.m3u8?userid=1935186284&sign=3ec0eb47348116052a9554898e7daa46ac2120950bda8e2da7f8946d429500b0f69606ff85d30911a07d1e18daaa9784d16c890dadf964834412ffd96e5e4dd015e68fac235f0c6a2a5d04d9c64e&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV12,https://live.ottiptv.cc/mcp/cctv12.m3u8?userid=1935186284&sign=f7ef8e5f47e388491e95c68c6fae79b96f4903a68a53c4141b8bb6a95ab122e5b3b84d69fc0d49a83c6eac34ee3a0527ce931cc55cfa02cc2457c4b9714e3aa7a53e43e2635ba0aca25acb4ab602&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV13,https://live.ottiptv.cc/mcp/cctv13.m3u8?userid=1935186284&sign=8ebb9dd3da8af90c1072a42c2ddb1c6e2e67e70afac962d43f2a7d57043eaca1a620ce374abd5f8cb65609e20d39f79d20e82623619686ab712c01e6a3ae031210d0714f7431ea44c1f2610d6fc5&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV14,https://live.ottiptv.cc/mcp/cctv14.m3u8?userid=1935186284&sign=b060c94cfdc7422c5d498632f53a57c8eb413a4304bbb00b321c926a59d02f1cc0e3ece1e0a4a6067e05b2f08a05ec0640eea8ce8d226b7305e6dfaa1ed4c1ff88c20f12dd632cf0c739663dacff&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV15,https://live.ottiptv.cc/mcp/cctv15.m3u8?userid=1935186284&sign=c0458d1c85dfd3a04961a8f57f70af0770197f042cd33ab3daabc6399774aad16e014c0f6468deb91c3122dd14458e95e4bd87b6b5b56b2af5661aee778cfa0a42c0fe7c02f84feda811f17c264c&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV16,https://live.ottiptv.cc/mcp/cctv16.m3u8?userid=1935186284&sign=b72ca9efe7ddb416aa33f47e817d062041b5abed4c9e23de2ab6359d18f16e83e796421b6a80520348cabe01abf663431d6fa5ba21ce00c5f9a2442e4be3933dd8756c8864fb9d242d39bf7c5bae&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV17,https://live.ottiptv.cc/mcp/cctv17.m3u8?userid=1935186284&sign=e93d3cde424e27c873589422b10b607546fdc5e41dae0268cdab598420ff9cfda0d6634bd58645fb74bd5030bb4f0b20812d0afee9b5fa6f1f1a9f08627dc9e78d00b682561a1517aea10c18a22c&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV4k,https://live.ottiptv.cc/mcp/cctv4k.m3u8?userid=1935186284&sign=058bbf3754d331931cfd0df94c7fafeb9d3d99875d01c67a588db4ee67d18cb91a3ec3bd0561bdff44fef5c84feefae18cb34f43d5155b5250189593ed727aceb0aa731616ad4d420965e18a3092&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV8k,https://live.ottiptv.cc/mcp/cctv8k.m3u8?userid=1935186284&sign=7105fd81a01605230184957df4d18ec710e062acef7084fdd5c2873436d6522ae7fd4cfab00804e0f9b43b22ce1b340e408808c613f72edaf0b4c1ad1f2573b97e5e06ffa90387bd029054ab6a51&auth_token=9fd4968f9694d07426f806434b9d3dcc
第一剧场,https://live.ottiptv.cc/mcp/dyjc.m3u8?userid=1935186284&sign=4a92acd42e80db1697b505775683aecf6bfaeef27aa2bb237a7ec21d7ede4a8b206a8b7e3c5fc9f3605683eae9106d85b22d88ba6b9077b280ec0d1bdd35f76926306ac2c45f8be28ff0d2bc&auth_token=9fd4968f9694d07426f806434b9d3dcc
风云剧场,https://live.ottiptv.cc/mcp/fyjc.m3u8?userid=1935186284&sign=08f9d80619f25992a6abafbd7f4021358616bf1bd2ab23476c7e85f6c6dc143b46f5c00faff0f244995c40ce3a411c35d36e546b4d118384f09874fe551a5b4177978344ac15ce0c061bbd6c&auth_token=9fd4968f9694d07426f806434b9d3dcc
怀旧剧场,https://live.ottiptv.cc/mcp/hjjc.m3u8?userid=1935186284&sign=fc58e8e05f71c107508b885a17bdeedfd22067139ff6537ea55208a2e9a04204a2fd4ac558e8926ddf093db6e05c811dbb99c7557d097d1032443b5efc6b4c7b0222c07c1911a4556776f3a6&auth_token=9fd4968f9694d07426f806434b9d3dcc
中国教育电视台,https://live.ottiptv.cc/mcp/cetv1.m3u8?userid=1935186284&sign=0dce89b86e36cf2fcdd720970175e31d67e0f7d827e2a59df01590f5b85955cd550cf48a18fbb9e95e4316aaf2db78b2aa1f70b055773b2078c5d53c3a7831eb24645bbb8d39b82dc350c36a70&auth_token=9fd4968f9694d07426f806434b9d3dcc

CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8
CCTV4,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8
CCTV5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV5+,http://iptv.huuc.edu.cn/hls/cctv5phd.m3u8
CCTV6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
CCTV7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV9,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8
CCTV10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8
CCTV12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8
CCTV13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8

CCTV1,https://mgtv.ottiptv.cc/mg/608807420.m3u8?userid=1935186284&sign=7f50d2958ac6ba86c5a20e2f076e41f1db15bedc621e14522ba70bccda6c9e7bb5f977b742e8fc8af1809c96f17913a47c27926e131e3012d645c5a477401b8517f8c420d96b7ab8c3d3febccc8bd2b35d&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV2,https://mgtv.ottiptv.cc/mg/631780532.m3u8?userid=1935186284&sign=9b3e1e7e0ad0851e19547a5e5e6b72a10ea32b21331fb1bf1163ebf585a56010eccdec741b396b23492b1555b86b82ea8ec37e44bcffe9e38d150ab251e7622b12cb2a73fd7fc64a380ae88ab3e9de08e8&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV3,https://mgtv.ottiptv.cc/mg/624878271.m3u8?userid=1935186284&sign=87944c5b806f83c96aa3a5d311f1c23e159e5ffada23dbb0cce16e37bc06f35cf0acffb16b4ee859c091567642481deb457f793233aa143efe4f5a27077a26d8a78a7593c232dd9081c6cdb9adb2f8fa3d&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV4,https://mgtv.ottiptv.cc/mg/631780421.m3u8?userid=1935186284&sign=8d915f9d73f93be5a4b77fb96484b8a4cca2a7ebda484387658412d1fdba58ba991b471ff902d886f9a848371554cc9764ce6b88edd7a502285e4616a1a4861e905d83ed7dda7c7e037889349bc357ac84&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV5,https://mgtv.ottiptv.cc/mg/641886683.m3u8?userid=1935186284&sign=4c5ca4595e72e9c55ad2836d7bfb5c57fa2c56307ff4b3e462c6684aefa233363d86978ad14683e53aa65c730a100422e6aa5a4a1997ddd0d8f065431a0b7487971ed964654aa8dafdded9eacc8953c081&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV5+,https://mgtv.ottiptv.cc/mg/641886773.m3u8?userid=1935186284&sign=a629bee4b12e23b51b73539e92088ee3b55e0ee642c3b9dbcc462e69c5e001cda5c57972b0499ef4d2a58a0a4e3b1ad58d3740e62366937a281aa845b750171c6d4e6d04da925e014f17d8aa2c8d5082dc&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV6,https://mgtv.ottiptv.cc/mg/624878396.m3u8?userid=1935186284&sign=e2b78cf38bf9ec8f82c0e2238184cfba040d29369e1c67e6fd5cd561e107efdea4aaf6cddb4036d67e1198dc044dea9fe11708f160caf57a7c349bc1b375be3fc26c912db2ff9f9a19dee5d7b97b4df9a5&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV7,https://mgtv.ottiptv.cc/mg/673168121.m3u8?userid=1935186284&sign=0d71c115e548582bfc7a365f12f660aeb3e5befcffd37d87fbf997df04c70d7291dfbdf01adca15c5ce061d32ffbb8e50447ef9be5f4cbde9792a42f56d87a1db09de079a40fb963700b5bf33372755fd9&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV8,https://mgtv.ottiptv.cc/mg/624878356.m3u8?userid=1935186284&sign=0e7ad2bcc8712fef2d3b1c429a08104f7e93e1fd5a21f84dbe0912c68d4301a6a885b467129fda1f71330f18246ae5e418de1ff02055d6a535ee45b6ff479ba9e4dd01fd19cc664f8adcd09844fb2e69a1&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV9,https://mgtv.ottiptv.cc/mg/673168140.m3u8?userid=1935186284&sign=ef232f3c4485b82d2ce0c399224a21a83a1738e8f93cf68ac06930277d0496aa466bb66e0dc2d1c1f4ea697590d4fbb2b664656c5656be087460100d05916e83be78c689d81a89807747011d2b786a7101&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV10,https://mgtv.ottiptv.cc/mg/624878405.m3u8?userid=1935186284&sign=ab962656b0e0bd806cdfddf63846fda19e3765228327906932e2649846aeb31848321d9eb43297a177ee9a99aad1dbead801c5b14755e1a382ede55260badd8170b4e773b6a70a4260fc8745ab1cc3cdf7&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV11,https://mgtv.ottiptv.cc/mg/667987558.m3u8?userid=1935186284&sign=5bd5ff5c5c346bbd3241557ae85164f03194b9edcd0c6134cb5f4506d95f948abda92c6f523524e54798e5dd17cab3123010b6ef3ce2ac535741171c485da241c41e0249bb8c08aefafeb9fa1d21f251d5&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV12,https://mgtv.ottiptv.cc/mg/673168185.m3u8?userid=1935186284&sign=2602d08009347e457a4967e4951bcd4aaf1f80eea0a6a5a5e7a4b3af916457d41f10fbd1cdc444a03e68edffbaf3349f3935c0ac71d062cd833deb96c634895fd4e67245c7d72ab913f12255aae298aae2&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV13,https://mgtv.ottiptv.cc/mg/608807423.m3u8?userid=1935186284&sign=c9898b023aeb82bb5dfbe4ee08a65f43e01d104915d66e7363c15c20b862aeacac769f857e3361de7ca9a868b26276fe61a59346e0d29b5b485a9bafd99ca2447469b00b5bdf63fe6b5dd8c285562db619&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV14,https://mgtv.ottiptv.cc/mg/624878440.m3u8?userid=1935186284&sign=94824700c614548476867eaf65340936d425fd936723c3a3adae37ba709dab119f29908110d652d1be0a6d7bd3811614a54b201c2fce4b4efbcfcf9ecf2189b093c8b326ab4a6c00ec7f2c204be1c2d3ea&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV15,https://mgtv.ottiptv.cc/mg/673168223.m3u8?userid=1935186284&sign=922fc8dadf5ff9a449d94dd502fca68dbc9d822360e8852ad15cb1b109b7df021f4a25fe3bfdf8d2aafd74f013e19ddd1faa922871898a2f18894aabdc253fa62d9e80454e7810d173a20cf2a3c15c44b7&auth_token=9fd4968f9694d07426f806434b9d3dcc
CCTV17,https://mgtv.ottiptv.cc/mg/673168256.m3u8?userid=1935186284&sign=dc8e510524c77ab83319f9ef51a7d13286e05c4f3ae2973e3cb9cee1efdf44c898bd86c6938fb0e47d759ffae39457fccd6b8affad55d9d4fe05ea374564103d88c730ff7560d711184d7df7bac158b179&auth_token=9fd4968f9694d07426f806434b9d3dcc
老故事,https://mgtv.ottiptv.cc/mg/884121956.m3u8?userid=1935186284&sign=02c3eb1fe30dcf0868ed650b0176a822253cfe7ed1bc0000492e288ae01aa418da84de7f1d29052074ef184b85be98e501765acc83352624bfc2edb7d592f09e4c4d4e8cd024d325a869f74d183a25b56f&auth_token=9fd4968f9694d07426f806434b9d3dcc
中学生,https://mgtv.ottiptv.cc/mg/708869532.m3u8?userid=1935186284&sign=28b63ea702bca15f5e3c2f93bc844e6e015ba63b4034af47997294b8b16a9366a568ba42913cc63f5722611d1235201b7feba1b9cd6ccd09fdfc27d4985bcbff5776b288a13f38db087a191081ec233d5d&auth_token=9fd4968f9694d07426f806434b9d3dcc

CCTV1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226917/1.m3u8?fmt=ts2hls
CCTV2,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226970/1.m3u8?fmt=ts2hls
CCTV3,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226960/1.m3u8?fmt=ts2hls
CCTV4,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226923/1.m3u8?fmt=ts2hls
CCTV5,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8?fmt=ts2hls
CCTV5+,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226978/1.m3u8?fmt=ts2hls
CCTV6,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?fmt=ts2hls
CCTV7,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226935/1.m3u8?fmt=ts2hls
CCTV8,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226972/1.m3u8?fmt=ts2hls
CCTV9,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226941/1.m3u8?fmt=ts2hls
CCTV10,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226952/1.m3u8?fmt=ts2hls
CCTV11,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226950/1.m3u8?fmt=ts2hls
CCTV12,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226956/1.m3u8?fmt=ts2hls
CCTV13,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226919/1.m3u8?fmt=ts2hls
CCTV14,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226958/1.m3u8?fmt=ts2hls
CCTV15,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226524/1.m3u8?fmt=ts2hls
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8
CCTV16,http://39.134.65.173/PLTV/88888888/224/3221225893/1.m3u8
CCTV17,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226954/1.m3u8?fmt=ts2hls

卫视频道,#genre#
河南卫视,https://live.ottiptv.cc/mcp/henan.m3u8?userid=1935186284&sign=4deed2d87e402cd846f2f29d2ab047985ecfce2eadc37af1206a49334aeb60a7d7d415d2f5a3168a7e90b94674c3d9d3162c3138135cd778b2778caf3c844036193e7f973fbf02cb468339b4dc&auth_token=9fd4968f9694d07426f806434b9d3dcc
北京卫视,https://live.ottiptv.cc/mcp/beijing.m3u8?userid=1935186284&sign=59bcd476fa29becb451e2207ff3aad1856968beb20acc764ab34b13e5ffc77ce6041154ad84ab72b8cda570f97c405da78fccdddd8bd04d355ffb983cb2dc960b595c4ece03446dc8d35c7344d40e8&auth_token=9fd4968f9694d07426f806434b9d3dcc
湖南卫视,https://live.ottiptv.cc/mcp/hunan.m3u8?userid=1935186284&sign=77c2cde14484b6d497e1c426ac510814865230632476b02f27b1dbf3e4270cdac6f6ac2efe5457036ded9b9cf293c1f1491011263fa6fc3b1345f4ca2bb83b932754cfb38a93601627589af225&auth_token=9fd4968f9694d07426f806434b9d3dcc
江苏卫视,https://live.ottiptv.cc/mcp/jiangsu.m3u8?userid=1935186284&sign=594c9132968ec746d2eeb02da8b15e79314d02a0ef516fd791d053abebf03eaeaccbb5fb9517e81e0f0dbf16a75bf088ca73ff40aac08bf5eeaf008f0c3b6f46518e12959de2d960fece84e50ee601&auth_token=9fd4968f9694d07426f806434b9d3dcc
东方卫视,https://live.ottiptv.cc/mcp/dongfang.m3u8?userid=1935186284&sign=d6f0ac0edc949f918c317d128f34cb0f9dfd4484c7886e2bdd0982ed073ec91c7e219df96e2262be9aa51e1dfbfc301e763dc9ec3b1de010e86ad1b8d489d0688917384603307ac02f707322075952a8&auth_token=9fd4968f9694d07426f806434b9d3dcc
浙江卫视,https://live.ottiptv.cc/mcp/zhejiang.m3u8?userid=1935186284&sign=26de20465925779a08dc10fc7fe6074a7354cefbb0050e6266435f9fefe10d87a15d94ea162e6e39b657f8d84088c489f67d188c07e404040d91dac8c87eef3a0ab9f3103ac7f966f6a48ce9d349f44c&auth_token=9fd4968f9694d07426f806434b9d3dcc
湖北卫视,https://live.ottiptv.cc/mcp/hubei.m3u8?userid=1935186284&sign=1862a4851aec7542f1e7ed90804f3045cbb6185a1c808c4a30db1e3b251a9a217c5e771427ef7b5ae51e78b542a5fb6f19bb21a27d2be27135bb64e8ea668b3d2061f2c78e116307ecdb83b3bc&auth_token=9fd4968f9694d07426f806434b9d3dcc
天津卫视,https://live.ottiptv.cc/mcp/tianjing.m3u8?userid=1935186284&sign=7239a8c51a3981bc8fe177993478b79e758834737a0c45198317298b69859c92a96196f4e2d52269b1e061e0f0dcf7f05fd69678f862b20ed2fefd103b18dc364e6737b29f96b62e9ae343a34ab09200&auth_token=9fd4968f9694d07426f806434b9d3dcc
山东卫视,https://live.ottiptv.cc/mcp/shandong.m3u8?userid=1935186284&sign=f3392b2accf29e4c65d7f6dfaa10ff78c7aefa3aac4e36330b0ff0b0f68b1aa9e066cbcc4cef18e3be56475eeb4b9eb8214e57b0166cfa7acac64c9ab0a2ea3b9bd67e93f1a34c663ad9ba35584b9d9d&auth_token=9fd4968f9694d07426f806434b9d3dcc
辽宁卫视,https://live.ottiptv.cc/mcp/liaoning.m3u8?userid=1935186284&sign=d3967e087afbc4e2814439b9049a4e9da9dd3770f15b07215493537f1fd5ab9c94e96dc7b40f2f8086fe070563c7463c97dc2b1706525c9c3a48ff13380cdc5f3ae7a8db266918379778a1c295e223f3&auth_token=9fd4968f9694d07426f806434b9d3dcc
安徽卫视,https://live.ottiptv.cc/mcp/anhui.m3u8?userid=1935186284&sign=5cba07313b831eb4a056f1f31df2bed7d03fdbdc2b52ecd06c8007f4da4965679841f7475ed4ecde1cfc03fed47bf84871bbe8f4ee4214716e81a179bb292dc2770cf049c215e7205cccc954a0&auth_token=9fd4968f9694d07426f806434b9d3dcc
黑龙江卫视,https://live.ottiptv.cc/mcp/heilongjiang.m3u8?userid=1935186284&sign=327aa5a209f4fb4bc99e0a9544f2aae38db87efdba02d1a63b86f9b0282cf3d893bcfe64d006f8b07a55c7e6810793084d80bc6f00593b5fae4edd2f60b96cd61ec1014a578868cb11d7c615be87a40c6ab0192d&auth_token=9fd4968f9694d07426f806434b9d3dcc
贵州卫视,https://live.ottiptv.cc/mcp/guizhou.m3u8?userid=1935186284&sign=a17cc7b83469d8dab65ba63ff34c513a43da8eea1eb4a157f9ab38a004ff320e7f4af6cf61f9070beccf7f781a8fe6f2ad75ab4f00ce348516a8a5928ea8f34389969fd00e2d0887b126dca53bd208&auth_token=9fd4968f9694d07426f806434b9d3dcc
东南卫视,https://live.ottiptv.cc/mcp/dongnan.m3u8?userid=1935186284&sign=aff37d165eb4f63ff9a54e4a371bc663ae23642dbe71f6a35f7d01e540768d247c862ad00171835415586313d4e27bfb4544ba3deaefbfb4da85d5b434eece35ae33d9367c4f3995b7f58b4e415652&auth_token=9fd4968f9694d07426f806434b9d3dcc
重庆卫视,https://live.ottiptv.cc/mcp/chongqing.m3u8?userid=1935186284&sign=22e5f9474f85b1bf252a5c1dc0e354151b929d434226710315b5f4c79b63d8c5358e96eb70729bb39688d0fa6e533b96522133943fbdc570ce1ecb20ed42cb18a10f2c6e3be70f84f3fe067c050e8a7a72&auth_token=9fd4968f9694d07426f806434b9d3dcc
江西卫视,https://live.ottiptv.cc/mcp/jiangxi.m3u8?userid=1935186284&sign=5aca00dd40ae49972fd7c078931a44c9bcd9e6c07e45735b0d78634a49ccd03484c14bc08378df2e64b4a0aa4512eb9093436737baa9c95dcd989f52e5ac9606782df3e7144359329cf57487f169e5&auth_token=9fd4968f9694d07426f806434b9d3dcc
广东卫视,https://live.ottiptv.cc/mcp/guangdong.m3u8?userid=1935186284&sign=c14aa04c3515c391b8f329d7cdf9131189170b74c1d911a91072331b9c6c7b2bfdd0ee74eb3fdfedf6fed8027bd21113d338c79b62bc8a763226e1cbee050b96cc06003d7092e6837fa77f63ad9b817461&auth_token=9fd4968f9694d07426f806434b9d3dcc
河北卫视,https://live.ottiptv.cc/mcp/hebei.m3u8?userid=1935186284&sign=f6b4ad619f04f75ee6a25951bf32ad1bbb9e23ff3f0050a1fdec49384c3a8f41bd6d20874eb18f1234ebe31c8d5da470d222f5e9bfd4e0b74b66a3ad90681d90a0bd700fa67ffb1f71daa46a81&auth_token=9fd4968f9694d07426f806434b9d3dcc
深圳卫视,https://live.ottiptv.cc/mcp/shenzheng.m3u8?userid=1935186284&sign=b5ab2746516d1e5f49dc72f08f2ef9a1959477c565a63c4882374cc6e302e4d128b855ce086c7a5bfff8b7e5792c6a1e8f5f304f8bdd78e041cacf0a3bff334de59f4f2e7be6656b88f23742b2223d6e69&auth_token=9fd4968f9694d07426f806434b9d3dcc
吉林卫视,https://live.ottiptv.cc/mcp/jiling.m3u8?userid=1935186284&sign=04cd794a9ce6cbe17cc594df59550eb6dfdcc8b6f7c8140e6ea48b730e1fc3de245e58e557281d193d30ff7a0edd4e0ad0c653527fc4a8875e0df7b350b444ca0af3e1841a469811d6fdc5b19c23&auth_token=9fd4968f9694d07426f806434b9d3dcc

四川卫视,https://live.ottiptv.cc/mcp/sichuan.m3u8?userid=1935186284&sign=853ae0d976ac00bfb9750a3d3c9b517530d4072ddb9ea8675a6d1c472d07fa4c4434d77c7ee318854999e9d04970c999d980ab4ca9e8bdaab044d1520faada1dee5582dcc84bc2b4ed23b77a9d02e8&auth_token=9fd4968f9694d07426f806434b9d3dcc
广西卫视,https://live.ottiptv.cc/mcp/guangxi.m3u8?userid=1935186284&sign=0f06cb52798072de31ac1401c0c03bd4bc789d745aabcc433ef26ad925889342b992bedbea5e39963a9d36d1bb8749b074e9dbe278142e03ab7c4a06236d40b27211509484470c22bdf7a5578082c1&auth_token=9fd4968f9694d07426f806434b9d3dcc
陕西卫视,https://live.ottiptv.cc/mcp/shanxiws.m3u8?userid=1935186284&sign=85a96659a97457b17555c6e9640c78ea2142010bc7824009301b6e219477ad1835e2cc0b577dee00b9369bc89c89857649205f7661f0d94f3817cd2eef146dc44dc7f69fcc5b67348a966de6ae03e82d&auth_token=9fd4968f9694d07426f806434b9d3dcc
山西卫视,https://live.ottiptv.cc/mcp/shanxi.m3u8?userid=1935186284&sign=ca71333fbab62c7845d23f3679da1d3bda55922f3b6ef25c35e90264d29080b36ef87882e5ffd0f1c39d78c995a89fb26b567b02fde48eb055af2d4be96d3f2e7009a88a240d8362c53c3df8a202&auth_token=9fd4968f9694d07426f806434b9d3dcc
内蒙古卫视,https://live.ottiptv.cc/mcp/neimenggu.m3u8?userid=1935186284&sign=35f17d99c9c964801c72ee017ff63aa24cc008a71c9f01637f159b9a1281adb0ae74d6afdee136818c13ba5064ce11c76aa5b2de3805cad4d549efb32b9c2bfabf7de9cc9458a99cd0348f3cd66ffe89f5&auth_token=9fd4968f9694d07426f806434b9d3dcc
青海卫视,https://live.ottiptv.cc/mcp/qinghai.m3u8?userid=1935186284&sign=d4675c75c60707826b5d008f787e65f2ff7ef5655cc81c6a26950e3c150fa1159f3c7fbb326c0c0570ea174b14b95a24ade523137ea16a96e5c804432ce24efb232eca35046027028af5be93c82cce&auth_token=9fd4968f9694d07426f806434b9d3dcc
